index,DATE,Months,CUSTOMER,Style,SKU,Size,PCS,RATE,GROSS AMT
590,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0194,J0194-DR-XXL,XXL,2.00,974.00,1831.00
591,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0194,J0194-DR-XXXL,XXXL,2.00,974.00,1831.00
592,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0161,J0161-DR-XXL,XXL,1.00,714.00,671.00
593,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0161,J0161-DR-XXXL,XXXL,1.00,714.00,671.00
594,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3625,JNE3625-DR-M,M,2.00,649.00,1220.00
595,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3625,JNE3625-DR-L,L,2.00,649.00,1220.00
596,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3625,JNE3625-DR-XL,XL,2.00,649.00,1220.00
597,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3625,JNE3625-DR-XXL,XXL,1.00,649.00,610.00
598,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0081,J0081-DR-M,M,1.00,844.00,793.00
599,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0081,J0081-DR-XL,XL,2.00,844.00,1587.00
600,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0081,J0081-DR-XXL,XXL,1.00,844.00,793.00
601,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0185,J0185-DR-M,M,1.00,1104.00,1038.00
602,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0185,J0185-DR-L,L,2.00,1104.00,2076.00
603,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0185,J0185-DR-XL,XL,1.00,1104.00,1038.00
604,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0034,J0034-SET-L,L,2.00,1072.00,2015.00
605,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0034,J0034-SET-XL,XL,2.00,1072.00,2015.00
606,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0034,J0034-SET-XXL,XXL,1.00,1072.00,1008.00
607,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0177,J0177-KR-M,M,2.00,552.00,1038.00
608,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0177,J0177-KR-L,L,2.00,552.00,1038.00
609,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0177,J0177-KR-XL,XL,3.00,552.00,1557.00
610,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0177,J0177-KR-XXL,XXL,1.00,552.00,519.00
611,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0177,J0177-KR-XXXL,XXXL,2.00,552.00,1038.00
612,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0057,J0057-DR-M,M,6.00,667.00,3762.00
613,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0057,J0057-DR-L,L,6.00,667.00,3762.00
614,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0057,J0057-DR-XL,XL,6.00,667.00,3762.00
615,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0057,J0057-DR-XXL,XXL,7.00,667.00,4389.00
616,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3605,JNE3605-KR-M,M,2.00,454.00,854.00
617,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3605,JNE3605-KR-L,L,3.00,454.00,1280.00
618,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3605,JNE3605-KR-XL,XL,3.00,454.00,1280.00
619,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3605,JNE3605-KR-XXL,XXL,2.00,454.00,854.00
620,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3605,JNE3605-KR-XXXL,XXXL,2.00,454.00,854.00
621,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0186,J0186-SET-M,M,2.00,1299.00,2442.00
622,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0186,J0186-SET-L,L,2.00,1299.00,2442.00
623,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0186,J0186-SET-XL,XL,2.00,1299.00,2442.00
624,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0186,J0186-SET-XXL,XXL,1.00,1299.00,1221.00
625,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0186,J0186-SET-XXXL,XXXL,1.00,1299.00,1221.00
626,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3640,JNE3640-TP-M,M,4.00,454.00,1707.00
627,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3640,JNE3640-TP-L,L,8.00,454.00,3414.00
628,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3640,JNE3640-TP-XL,XL,8.00,454.00,3414.00
629,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3640,JNE3640-TP-XXL,XXL,4.00,454.00,1707.00
630,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3683,JNE3683-TU-M,M,3.00,454.00,1280.00
631,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3683,JNE3683-TU-L,L,4.00,454.00,1707.00
632,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3683,JNE3683-TU-XL,XL,3.00,454.00,1280.00
633,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3683,JNE3683-TU-XXL,XXL,2.00,454.00,854.00
634,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3683,JNE3683-TU-XXXL,XXXL,2.00,454.00,854.00
635,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3686,JNE3686-TU-M,M,3.00,487.00,1373.00
636,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3686,JNE3686-TU-L,L,4.00,487.00,1831.00
637,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3686,JNE3686-TU-XL,XL,3.00,487.00,1373.00
638,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3686,JNE3686-TU-XXL,XXL,2.00,487.00,916.00
639,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3686,JNE3686-TU-XXXL,XXXL,2.00,487.00,916.00
640,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3680,JNE3680-TU-M,M,2.00,454.00,854.00
641,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3680,JNE3680-TU-L,L,3.00,454.00,1280.00
642,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3680,JNE3680-TU-XL,XL,2.00,454.00,854.00
643,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3680,JNE3680-TU-XXL,XXL,1.00,454.00,427.00
644,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0048,J0048-TP-M,M,2.00,456.00,857.00
645,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0048,J0048-TP-L,L,2.00,456.00,857.00
646,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),J0048,J0048-TP-XL,XL,1.00,456.00,429.00
647,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3672,JNE3672-TU-XL,XL,4.00,487.00,1831.00
648,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3672,JNE3672-TU-XXL,XXL,2.00,487.00,916.00
649,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3672,JNE3672-TU-XXXL,XXXL,2.00,487.00,916.00
650,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3662,JNE3662-TP-M,M,2.00,519.00,976.00
651,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3662,JNE3662-TP-L,L,2.00,519.00,976.00
652,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3662,JNE3662-TP-XL,XL,1.00,519.00,488.00
653,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3674,JNE3674-TU-M,M,3.00,487.00,1373.00
654,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3674,JNE3674-TU-L,L,5.00,487.00,2289.00
655,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3674,JNE3674-TU-XL,XL,4.00,487.00,1831.00
656,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3674,JNE3674-TU-XXL,XXL,3.00,487.00,1373.00
657,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3674,JNE3674-TU-XXXL,XXXL,3.00,487.00,1373.00
658,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3673,JNE3673-TU-M,M,2.00,519.00,976.00
659,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3673,JNE3673-TU-L,L,3.00,519.00,1464.00
660,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3673,JNE3673-TU-XL,XL,2.00,519.00,976.00
661,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3673,JNE3673-TU-XXL,XXL,1.00,519.00,488.00
662,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),SET272,SET272-KR-PP-L,L,1.00,844.00,793.00
663,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),SET272,SET272-KR-PP-XL,XL,2.00,844.00,1587.00
664,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),SET272,SET272-KR-PP-XXL,XXL,2.00,844.00,1587.00
665,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3639,JNE3639-TP-XXL,XXL,4.00,454.00,1707.00
666,06-29-21,Jun-21,M/S CHARISMAKURTIES(DUBAI),JNE3639,JNE3639-TP-S,S,2.00,454.00,854.00
667,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0098,J0098-TP-XXL,XXL,3.00,519.00,1557.00
668,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0084,J0084-TP-XXL,XXL,1.00,812.00,812.00
669,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0115,J0115-TP-XXL,XXL,1.00,519.00,519.00
670,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0196,J0196-TP-XXL,XXL,1.00,519.00,519.00
671,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE3669,JNE3669-TU-XXL,XXL,1.00,487.00,487.00
672,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE3672,JNE3672-TU-XXL,XXL,1.00,487.00,487.00
673,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE3678,JNE3678-TU-XXL,XXL,1.00,422.00,422.00
674,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0202,J0202-TP-XXL,XXL,1.00,649.00,649.00
675,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0214,J0214-TP-XXL,XXL,1.00,649.00,649.00
676,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE3686,JNE3686-TU-XXL,XXL,1.00,487.00,487.00
677,07-01-21,Jul-21,MULBERRIES BOUTIQUE,NW009,NW009-ST-CP-M,M,1.00,812.00,812.00
678,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0201,J0201-TP-XXL,XXL,2.00,584.00,1168.00
679,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0210,J0210-DR-S,S,1.00,877.00,877.00
680,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0210,J0210-DR-M,M,1.00,877.00,877.00
681,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0210,J0210-DR-L,L,1.00,877.00,877.00
682,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0210,J0210-DR-XL1J0210-DR-XL,XL,1.00,877.00,877.00
683,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0210,J0210-DR-XXL,XXL,1.00,877.00,877.00
684,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0211,J0211-DR-S,S,1.00,779.00,779.00
685,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0211,J0211-DR-M,M,1.00,779.00,779.00
686,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0211,J0211-DR-L,L,1.00,779.00,779.00
687,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0211,J0211-DR-XL,XL,1.00,779.00,779.00
688,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0211,J0211-DR-XXL,XXL,1.00,779.00,779.00
689,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0353,J0353-KR-S,S,1.00,617.00,617.00
690,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0353,J0353-KR-M,M,1.00,617.00,617.00
691,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0353,J0353-KR-L,L,1.00,617.00,617.00
692,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0353,J0353-KR-XL,XL,1.00,617.00,617.00
693,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0353,J0353-KR-XXL,XXL,1.00,617.00,617.00
694,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0212,J0212-DR-S,S,1.00,747.00,747.00
695,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0212,J0212-DR-M,M,1.00,747.00,747.00
696,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0212,J0212-DR-L,L,1.00,747.00,747.00
697,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0212,J0212-DR-XL,XL,1.00,747.00,747.00
698,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0212,J0212-DR-XXL,XXL,1.00,747.00,747.00
699,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE2170,JNE2170-KR-436-S,S,1.00,552.00,552.00
700,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE2170,JNE2170-KR-436-M,M,1.00,552.00,552.00
701,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE2170,JNE2170-KR-436-L,L,1.00,552.00,552.00
702,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE2170,JNE2170-KR-436-XL,XL,1.00,552.00,552.00
703,07-01-21,Jul-21,MULBERRIES BOUTIQUE,JNE2170,JNE2170-KR-436-XXL,XXL,1.00,552.00,552.00
704,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0236,J0236-SKD-S,S,1.00,1299.00,1299.00
705,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0236,J0236-SKD-M,M,1.00,1299.00,1299.00
706,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0236,J0236-SKD-L,L,1.00,1299.00,1299.00
707,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0236,J0236-SKD-XL,XL,1.00,1299.00,1299.00
708,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0236,J0236-SKD-XXL,XXL,1.00,1299.00,1299.00
709,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0004,J0004-SKD-S,S,1.00,1234.00,1234.00
710,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0004,J0004-SKD-M,M,1.00,1234.00,1234.00
711,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0004,J0004-SKD-L,L,1.00,1234.00,1234.00
712,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0004,J0004-SKD-XL,XL,1.00,1234.00,1234.00
713,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0004,J0004-SKD-XXL,XXL,1.00,1234.00,1234.00
714,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0011,J0011-LCD-S,S,1.00,1234.00,1234.00
715,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0011,J0011-LCD-M,M,1.00,1234.00,1234.00
716,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0011,J0011-LCD-L,L,1.00,1234.00,1234.00
717,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0011,J0011-LCD-XL,XL,1.00,1234.00,1234.00
718,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0011,J0011-LCD-XXL,XXL,1.00,1234.00,1234.00
719,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET243,SET243-KR-PP-S,S,1.00,649.00,649.00
720,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET243,SET243-KR-PP-M,M,1.00,649.00,649.00
721,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET243,SET243-KR-PP-L,L,1.00,649.00,649.00
722,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET243,SET243-KR-PP-XL,XL,1.00,649.00,649.00
723,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET243,SET243-KR-PP-XXL,XXL,1.00,649.00,649.00
724,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET182,SET182-KR-DH-S,S,1.00,779.00,779.00
725,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET182,SET182-KR-DH-M,M,1.00,779.00,779.00
726,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET182,SET182-KR-DH-L,L,1.00,779.00,779.00
727,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET182,SET182-KR-DH-XL,XL,1.00,779.00,779.00
728,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET182,SET182-KR-DH-XXL,XXL,1.00,779.00,779.00
729,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET229,SET229-KR-PP-S,S,1.00,942.00,942.00
730,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET229,SET229-KR-PP-M,M,1.00,942.00,942.00
731,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET229,SET229-KR-PP-L,L,1.00,942.00,942.00
732,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET229,SET229-KR-PP-XL,XL,1.00,942.00,942.00
733,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET229,SET229-KR-PP-XXL,XXL,1.00,942.00,942.00
734,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET145,SET145-KR-NP-S,S,1.00,877.00,877.00
735,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET145,SET145-KR-NP-M,M,1.00,877.00,877.00
736,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET145,SET145-KR-NP-L,L,1.00,877.00,877.00
737,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET145,SET145-KR-NP-XL,XL,1.00,877.00,877.00
738,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET145,SET145-KR-NP-XXL,XXL,1.00,877.00,877.00
739,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET043,SET043-KR-NP-S,S,1.00,974.00,974.00
740,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET043,SET043-KR-NP-M,M,1.00,974.00,974.00
741,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET043,SET043-KR-NP-L,L,1.00,974.00,974.00
742,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET043,SET043-KR-NP-XL,XL,1.00,974.00,974.00
743,07-01-21,Jul-21,MULBERRIES BOUTIQUE,SET043,SET043-KR-NP-XXL,XXL,1.00,974.00,974.00
744,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0135,J0135-SET-S,S,1.00,844.00,844.00
745,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0135,J0135-SET-M,M,1.00,844.00,844.00
746,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0135,J0135-SET-L,L,1.00,844.00,844.00
747,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0135,J0135-SET-XL,XL,1.00,844.00,844.00
748,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0135,J0135-SET-XXL,XXL,1.00,844.00,844.00
749,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0130,J0130-SET-S,S,1.00,974.00,974.00
750,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0130,J0130-SET-M,M,1.00,974.00,974.00
751,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0130,J0130-SET-L.,L,1.00,974.00,974.00
752,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0130,J0130-SET-XL,XL,1.00,974.00,974.00
753,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0130,J0130-SET-XXL,XXL,1.00,974.00,974.00
754,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0129,J0129-SET-S,S,1.00,1104.00,1104.00
755,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0129,J0129-SET-M,M,1.00,1104.00,1104.00
756,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0129,J0129-SET-L,L,1.00,1104.00,1104.00
757,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0129,J0129-SET-XL,XL,1.00,1104.00,1104.00
758,07-01-21,Jul-21,MULBERRIES BOUTIQUE,J0129,J0129-SET-XXL,XXL,1.00,1104.00,1104.00
759,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET269,SET269-KR-NP-L,L,1.00,969.00,969.00
760,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET269,SET269-KR-NP-XL,XL,1.00,969.00,969.00
761,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET269,SET269-KR-NP-XXL,XXL,1.00,969.00,969.00
762,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET195,SET195-KR-NP-XXXL,XXXL,1.00,931.00,931.00
763,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET195,SET195-KR-NP-L,L,1.00,931.00,931.00
764,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET195,SET195-KR-NP-XL,XL,1.00,931.00,931.00
765,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET200,SET200-KR-NP-L,L,1.00,894.00,894.00
766,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET200,SET200-KR-NP-XXL,XXL,1.00,894.00,894.00
767,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET200,SET200-KR-NP-XXXL,XXXL,1.00,894.00,894.00
768,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET236,SET236-KR-PP-M,M,1.00,765.00,765.00
769,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET236,SET236-KR-PP-L,L,1.00,765.00,765.00
770,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET236,SET236-KR-PP-XL,XL,1.00,765.00,765.00
771,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET236,SET236-KR-PP-XXL,XXL,1.00,765.00,765.00
772,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET199,SET199-KR-NP-L,L,1.00,744.00,744.00
773,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET199,SET199-KR-NP-XL,XL,1.00,744.00,744.00
774,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET199,SET199-KR-NP-XXL,XXL,1.00,744.00,744.00
775,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET260,SET260-KR-PP-L,L,1.00,582.00,582.00
776,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET260,SET260-KR-PP-XL,XL,1.00,582.00,582.00
777,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET260,SET260-KR-PP-XXL,XXL,1.00,582.00,582.00
778,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET275,SET275-KR-NP-L,L,1.00,1056.00,1056.00
779,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET275,SET275-KR-NP-XL,XL,1.00,1056.00,1056.00
780,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET275,SET275-KR-NP-XXL,XXL,1.00,1056.00,1056.00
781,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET201,SET201-KR-NP-L,L,1.00,894.00,894.00
782,07-08-21,Jul-21,RAZIA ROSEANE NASER,SET201,SET201-KR-NP-XXXL,XXXL,1.00,894.00,894.00
783,07-09-21,Jul-21,COTTON CLOSET LTD,SET234,SET234-KR-PP-S,S,1.00,574.00,522.00
784,07-09-21,Jul-21,COTTON CLOSET LTD,SET234,SET234-KR-PP-M,M,1.00,574.00,522.00
785,07-09-21,Jul-21,COTTON CLOSET LTD,SET234,SET234-KR-PP-L,L,1.00,574.00,522.00
786,07-09-21,Jul-21,COTTON CLOSET LTD,SET234,SET234-KR-PP-XL,XL,1.00,574.00,522.00
787,07-09-21,Jul-21,COTTON CLOSET LTD,SET234,SET234-KR-PP-XXL,XXL,1.00,574.00,522.00
788,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-XS,XS,1.00,647.19,589.00
789,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-S,S,1.00,647.19,589.00
790,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-M,M,1.00,647.19,589.00
791,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-L,L,1.00,647.19,589.00
792,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-XL,XL,1.00,647.19,589.00
793,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-XXL,XXL,1.00,647.19,589.00
794,07-09-21,Jul-21,COTTON CLOSET LTD,SET131,SET131-KR-NP-XXXL,XXXL,1.00,647.19,589.00
795,07-09-21,Jul-21,COTTON CLOSET LTD,SET231,SET231-KR-PP-S,S,1.00,582.59,530.00
796,07-09-21,Jul-21,COTTON CLOSET LTD,SET231,SET231-KR-PP-M,M,1.00,582.59,530.00
797,07-09-21,Jul-21,COTTON CLOSET LTD,SET231,SET231-KR-PP-L,L,1.00,582.59,530.00
798,07-09-21,Jul-21,COTTON CLOSET LTD,SET231,SET231-KR-PP-XL,XL,1.00,582.59,530.00
799,07-09-21,Jul-21,COTTON CLOSET LTD,SET231,SET231-KR-PP-XXL,XXL,1.00,582.59,530.00
800,07-09-21,Jul-21,COTTON CLOSET LTD,SET235,SET235-KR-PP-S,S,1.00,583.33,531.00
801,07-09-21,Jul-21,COTTON CLOSET LTD,SET235,SET235-KR-PP-M,M,1.00,583.33,531.00
802,07-09-21,Jul-21,COTTON CLOSET LTD,SET235,SET235-KR-PP-L,L,1.00,583.33,531.00
803,07-09-21,Jul-21,COTTON CLOSET LTD,SET235,SET235-KR-PP-XL,XL,1.00,583.33,531.00
804,07-09-21,Jul-21,COTTON CLOSET LTD,SET235,SET235-KR-PP-XXL,XXL,1.00,583.33,531.00
805,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-XS,XS,1.00,681.25,620.00
806,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-S,S,1.00,681.25,620.00
807,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-M,M,1.00,681.25,620.00
808,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-L,L,1.00,681.25,620.00
809,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-XL,XL,1.00,681.25,620.00
810,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-XXL,XXL,1.00,681.25,620.00
811,07-09-21,Jul-21,COTTON CLOSET LTD,SET037,SET037-KR-NP-XXXL,XXXL,1.00,681.25,620.00
